Employee_ID,Age,Years_Experience,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Productivity_Score,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Survey_Date,Response_Quality
EMP0787,42,11,3,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),40,Very High,Monthly,98.0,90.2,100.0,84.3,95.0,10,38,100.0,7,3,2024-04-10,High
EMP0788,39,4,0,Male,Master Degree,Married,No,Suburban,Customer Success,Senior,Small (51-200),Healthcare,Average,Very Fast (100+ Mbps),37,Very High,Daily,79.8,84.9,84.6,75.1,95.0,5,79,100.0,6,7,2024-02-23,High
EMP0789,34,6,1,Female,Bachelor Degree,Married,Yes,Suburban,Marketing,Senior,Small (51-200),Healthcare,Excellent,Very Fast (100+ Mbps),34,Moderate,Weekly,85.7,94.5,81.8,87.6,95.0,9,23,79.0,3,6,2024-02-12,Medium
EMP0790,22,1,4,Male,Bachelor Degree,Single,No,Suburban,Operations,Junior,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),30,High,Few times per week,93.2,100.0,89.6,74.2,95.0,8,24,100.0,9,5,2024-04-27,High
EMP0791,38,6,3,Female,Bachelor Degree,Married,Yes,Suburban,Marketing,Lead,Medium (201-1000),Retail,Poor,Very Fast (100+ Mbps),34,Moderate,Few times per week,98.0,100.0,100.0,87.0,95.0,10,13,100.0,7,10,2024-02-09,High
EMP0792,36,2,3,Female,PhD,Married,Yes,Urban,Finance,Junior,Large (1001-5000),Education,Good,Very Fast (100+ Mbps),41,High,Weekly,98.0,91.2,91.0,88.5,95.0,6,18,100.0,4,1,2024-02-02,High
EMP0793,37,2,0,Male,Master Degree,Married,Yes,Urban,Sales,Mid-Level,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),45,Very High,Daily,59.4,64.6,62.9,50.0,80.3,8,31,100.0,7,5,2024-01-18,High
EMP0794,23,0,4,Non-binary,Master Degree,Married,Yes,Urban,Engineering,Junior,Medium (201-1000),Non-profit,Good,Very Fast (100+ Mbps),51,High,Few times per week,70.0,57.3,88.8,71.3,88.3,5,0,100.0,3,6,2024-01-20,High
EMP0795,25,0,4,Male,Master Degree,In Relationship,Yes,Rural,Engineering,Junior,Small (51-200),Government,Good,Fast (50-100 Mbps),44,High,Daily,77.3,84.3,88.8,84.3,95.0,12,35,100.0,7,8,2024-02-15,High
EMP0796,44,0,1,Male,Bachelor Degree,Single,No,Rural,Marketing,Junior,Medium (201-1000),Government,Average,Fast (50-100 Mbps),45,High,Weekly,97.1,92.9,87.7,88.0,95.0,8,42,100.0,6,7,2024-03-15,High
EMP0797,34,3,4,Male,PhD,Divorced,No,Suburban,Product,Mid-Level,Startup (1-50),Media,Good,Slow (<25 Mbps),51,Moderate,Daily,92.5,96.8,99.9,70.0,95.0,13,63,100.0,5,5,2024-04-02,High
EMP0798,41,4,4,Female,Associate Degree,Married,Yes,Suburban,Sales,Senior,Startup (1-50),Technology,Average,Fast (50-100 Mbps),44,Moderate,Daily,78.5,83.2,79.9,80.6,84.6,9,29,100.0,1,4,2024-05-02,Medium
EMP0799,35,4,4,Female,Master Degree,Married,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),47,Moderate,Weekly,98.0,96.5,97.1,95.0,95.0,10,0,100.0,7,5,2024-04-22,High
EMP0800,35,2,2,Female,Bachelor Degree,Married,No,Suburban,Design,Junior,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),39,High,Few times per week,98.0,100.0,93.9,84.0,95.0,15,48,100.0,8,2,2024-01-24,Medium
EMP0801,43,12,4,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Large (1001-5000),Non-profit,Excellent,Very Fast (100+ Mbps),46,High,Daily,87.7,81.3,80.4,83.6,95.0,6,21,100.0,5,8,2024-03-13,High
EMP0802,30,2,2,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),43,Very High,Few times per week,98.0,100.0,100.0,88.6,95.0,11,26,100.0,1,4,2024-03-08,Medium
EMP0803,35,2,2,Male,Master Degree,Married,Yes,Suburban,Product,Junior,Small (51-200),Finance,Average,Fast (50-100 Mbps),40,High,Few times per week,98.0,91.4,88.3,79.2,95.0,4,32,100.0,7,8,2024-05-07,Medium
EMP0804,30,1,2,Female,Master Degree,Married,No,Suburban,Finance,Junior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),51,Moderate,Few times per week,52.0,58.7,50.0,41.6,65.6,12,56,55.8,6,4,2024-04-04,High
EMP0805,31,5,3,Female,Bachelor Degree,Divorced,No,Urban,Sales,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),34,Moderate,Bi-weekly,77.8,60.9,76.6,67.6,95.0,9,30,100.0,7,9,2024-03-28,High
EMP0806,32,4,1,Female,Bachelor Degree,Single,Yes,Suburban,HR,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),36,High,Weekly,98.0,93.0,88.2,59.5,95.0,7,80,100.0,6,7,2024-02-08,High
EMP0807,36,3,5,Female,PhD,Single,No,Suburban,HR,Mid-Level,Small (51-200),Education,Excellent,Fast (50-100 Mbps),49,Moderate,Daily,98.0,97.2,93.8,89.8,95.0,8,0,100.0,6,6,2024-04-15,Medium
EMP0808,30,1,2,Female,Bachelor Degree,Single,Yes,Suburban,Engineering,Junior,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),47,High,Few times per week,74.4,74.9,67.4,54.0,92.1,5,24,100.0,4,6,2024-04-13,High
EMP0809,46,8,2,Female,Master Degree,Single,Yes,Suburban,Finance,Senior,Medium (201-1000),Education,Poor,Fast (50-100 Mbps),42,Low,Daily,98.0,82.8,100.0,78.1,95.0,8,43,97.7,3,5,2024-03-04,High
EMP0810,26,3,3,Male,Master Degree,Married,No,Suburban,Operations,Senior,Medium (201-1000),Consulting,Excellent,Moderate (25-50 Mbps),44,Low,Daily,56.3,59.3,57.4,33.0,71.6,6,27,58.9,6,5,2024-03-18,High
EMP0811,33,3,2,Female,Bachelor Degree,Married,No,Suburban,Data Science,Mid-Level,Startup (1-50),Manufacturing,Excellent,Fast (50-100 Mbps),45,High,Bi-weekly,98.0,100.0,98.9,86.6,95.0,15,12,100.0,8,9,2024-03-06,High
EMP0812,31,5,3,Male,High School,Single,Yes,Urban,Data Science,Mid-Level,Medium (201-1000),Technology,Excellent,Very Fast (100+ Mbps),44,Moderate,Few times per week,75.2,74.7,76.1,56.5,95.0,12,13,100.0,2,4,2024-02-15,High
EMP0813,48,12,2,Male,Bachelor Degree,Single,No,Suburban,Sales,Lead,Small (51-200),Media,Average,Fast (50-100 Mbps),43,Moderate,Bi-weekly,94.4,87.5,94.7,85.8,95.0,4,52,89.7,10,4,2024-02-02,High
EMP0814,36,4,1,Male,Bachelor Degree,Married,Yes,Suburban,Operations,Junior,Large (1001-5000),Manufacturing,Excellent,Fast (50-100 Mbps),36,High,Daily,94.2,80.0,91.6,71.1,95.0,13,29,100.0,9,6,2024-04-07,High
EMP0815,44,16,2,Male,Associate Degree,Married,Yes,Suburban,Engineering,Manager,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),49,Low,Daily,89.0,85.2,89.5,94.6,95.0,8,47,98.8,6,10,2024-04-12,High
EMP0816,22,0,3,Male,Associate Degree,In Relationship,No,Suburban,Engineering,Junior,Small (51-200),Retail,Good,Moderate (25-50 Mbps),40,Moderate,Few times per week,63.9,67.4,66.9,66.0,88.1,6,24,96.1,8,6,2024-01-15,High
EMP0817,37,8,0,Female,Bachelor Degree,Divorced,No,Suburban,Marketing,Senior,Small (51-200),Retail,Average,Very Fast (100+ Mbps),36,Moderate,Few times per week,86.6,98.3,91.9,90.0,94.8,10,19,100.0,6,6,2024-05-08,High
EMP0818,43,16,4,Male,Master Degree,In Relationship,No,Suburban,Finance,Lead,Small (51-200),Healthcare,Average,Moderate (25-50 Mbps),42,Moderate,Weekly,81.4,81.8,79.7,67.7,95.0,11,14,100.0,5,10,2024-04-20,High
EMP0819,35,5,4,Male,Master Degree,Married,No,Suburban,Operations,Mid-Level,Medium (201-1000),Technology,Poor,Very Fast (100+ Mbps),44,Very High,Few times per week,76.4,83.7,78.0,56.8,81.6,9,7,100.0,6,8,2024-05-04,High
EMP0820,44,0,4,Female,Bachelor Degree,Married,No,Suburban,Sales,Junior,Enterprise (5000+),Education,Good,Fast (50-100 Mbps),44,Very High,Few times per week,78.3,78.8,68.2,54.9,84.5,7,40,100.0,8,9,2024-04-22,High
EMP0821,30,2,3,Male,Bachelor Degree,Single,Yes,Suburban,Customer Success,Junior,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),47,High,Few times per week,80.0,71.8,87.9,95.0,95.0,15,20,100.0,9,5,2024-05-07,Medium
EMP0822,47,10,3,Female,Bachelor Degree,Married,Yes,Rural,Customer Success,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),39,High,Weekly,64.6,55.0,67.0,49.8,77.4,4,10,100.0,8,8,2024-01-28,High
EMP0823,55,7,5,Female,Bachelor Degree,Single,No,Suburban,HR,Senior,Medium (201-1000),Education,Good,Moderate (25-50 Mbps),41,Low,Bi-weekly,77.4,88.1,76.2,53.1,95.0,2,0,100.0,4,9,2024-04-23,High
EMP0824,31,4,0,Female,Master Degree,Divorced,No,Urban,Engineering,Mid-Level,Large (1001-5000),Finance,Good,Very Fast (100+ Mbps),36,High,Few times per week,98.0,100.0,84.1,73.4,95.0,8,23,100.0,6,7,2024-03-09,Medium
EMP0825,30,0,0,Female,Bachelor Degree,Married,No,Suburban,Customer Success,Junior,Large (1001-5000),Education,Poor,Slow (<25 Mbps),43,Low,Weekly,64.8,64.6,82.9,63.0,79.9,3,3,100.0,5,6,2024-02-12,High
EMP0826,48,21,1,Male,Master Degree,Married,Yes,Suburban,Product,Lead,Large (1001-5000),Finance,Average,Very Fast (100+ Mbps),36,Moderate,Few times per week,93.2,97.5,92.2,87.3,95.0,6,44,100.0,6,5,2024-02-06,High
EMP0827,49,6,1,Male,Bachelor Degree,Single,Yes,Rural,Engineering,Lead,Medium (201-1000),Finance,Excellent,Fast (50-100 Mbps),38,Moderate,Weekly,82.3,71.5,89.1,74.3,94.3,12,43,100.0,5,7,2024-04-26,High
EMP0828,30,0,1,Male,Master Degree,Married,No,Suburban,Sales,Junior,Large (1001-5000),Consulting,Average,Fast (50-100 Mbps),47,High,Bi-weekly,90.9,88.8,85.4,77.0,95.0,7,50,100.0,2,4,2024-04-13,High
EMP0829,31,1,4,Female,Bachelor Degree,Married,Yes,Urban,Data Science,Junior,Small (51-200),Manufacturing,Excellent,Very Fast (100+ Mbps),42,High,Daily,98.0,100.0,91.1,91.2,95.0,6,18,100.0,8,6,2024-03-21,Medium
EMP0830,32,7,3,Male,Master Degree,Married,Yes,Urban,Operations,Lead,Enterprise (5000+),Finance,Excellent,Very Fast (100+ Mbps),50,High,Few times per week,60.2,52.6,79.7,69.4,77.3,10,15,100.0,9,7,2024-03-14,High
EMP0831,22,1,5,Male,PhD,Married,Yes,Suburban,Marketing,Junior,Medium (201-1000),Finance,Average,Very Fast (100+ Mbps),49,Very Low,Monthly,74.2,72.3,85.4,65.8,83.5,13,0,100.0,4,7,2024-01-21,Medium
EMP0832,26,1,2,Male,Master Degree,Single,Yes,Suburban,Engineering,Junior,Medium (201-1000),Retail,Poor,Slow (<25 Mbps),43,Low,Few times per week,73.4,65.9,73.7,59.0,86.0,12,37,100.0,6,7,2024-03-26,High
EMP0833,25,0,2,Female,Master Degree,Married,No,Suburban,Operations,Mid-Level,Enterprise (5000+),Consulting,Excellent,Fast (50-100 Mbps),44,High,Bi-weekly,98.0,81.7,100.0,83.1,95.0,6,31,100.0,6,7,2024-02-15,High
EMP0834,28,0,5,Male,Associate Degree,Married,No,Urban,Marketing,Junior,Large (1001-5000),Retail,Average,Very Fast (100+ Mbps),40,High,Daily,78.5,80.9,82.1,53.3,95.0,13,0,100.0,8,1,2024-05-11,Low
EMP0835,34,6,4,Non-binary,Master Degree,Divorced,Yes,Suburban,Engineering,Lead,Large (1001-5000),Healthcare,Average,Very Fast (100+ Mbps),48,Moderate,Few times per week,67.5,67.4,61.0,66.6,82.7,14,7,93.3,7,2,2024-05-02,High
EMP0836,37,5,3,Male,Bachelor Degree,Married,Yes,Suburban,Marketing,Senior,Small (51-200),Government,Excellent,Very Fast (100+ Mbps),44,High,Bi-weekly,91.9,88.2,100.0,75.9,95.0,11,44,100.0,7,7,2024-01-30,High
EMP0837,48,18,3,Male,Bachelor Degree,Married,No,Urban,Engineering,Lead,Enterprise (5000+),Manufacturing,Good,Fast (50-100 Mbps),47,Moderate,Few times per week,82.0,86.2,76.2,47.9,95.0,7,18,85.4,9,10,2024-03-13,High
EMP0838,26,2,4,Male,Associate Degree,In Relationship,Yes,Urban,HR,Mid-Level,Large (1001-5000),Technology,Average,Slow (<25 Mbps),38,Moderate,Few times per week,50.4,53.7,63.7,48.1,73.5,9,47,84.6,7,4,2024-02-01,High
EMP0839,43,6,3,Female,PhD,Married,No,Urban,Data Science,Lead,Medium (201-1000),Healthcare,Average,Fast (50-100 Mbps),33,Moderate,Daily,92.7,97.4,91.4,82.3,95.0,9,4,100.0,6,7,2024-04-26,High
EMP0840,33,4,2,Female,Master Degree,Married,No,Urban,Marketing,Mid-Level,Enterprise (5000+),Finance,Good,Very Fast (100+ Mbps),45,Moderate,Daily,95.0,97.9,100.0,90.9,95.0,9,55,100.0,2,6,2024-03-14,Medium
EMP0841,34,1,4,Male,Master Degree,Married,No,Urban,Operations,Mid-Level,Small (51-200),Manufacturing,Excellent,Fast (50-100 Mbps),46,Moderate,Few times per week,91.1,84.6,88.6,80.1,95.0,5,24,100.0,8,4,2024-04-09,High
EMP0842,41,11,3,Male,Master Degree,Divorced,No,Urban,Marketing,Senior,Startup (1-50),Technology,Good,Slow (<25 Mbps),42,High,Weekly,98.0,100.0,100.0,93.9,95.0,6,27,100.0,6,2,2024-03-22,Medium
EMP0843,24,0,1,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),45,Moderate,Bi-weekly,71.0,66.9,71.4,62.9,86.1,5,90,100.0,7,7,2024-03-26,High
EMP0844,38,9,3,Male,PhD,Married,No,Urban,Data Science,Senior,Startup (1-50),Finance,Good,Slow (<25 Mbps),36,Low,Weekly,98.0,100.0,99.3,95.0,95.0,9,14,100.0,6,4,2024-03-31,High
EMP0845,36,4,3,Male,PhD,Married,Yes,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),47,Very High,Weekly,98.0,97.9,85.6,51.4,95.0,4,34,100.0,5,5,2024-02-24,Medium
EMP0846,39,5,5,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Mid-Level,Small (51-200),Finance,Average,Fast (50-100 Mbps),49,High,Weekly,71.0,86.7,73.4,90.2,80.7,6,0,100.0,6,6,2024-05-15,High
EMP0847,37,6,1,Male,Bachelor Degree,Divorced,Yes,Suburban,Marketing,Senior,Startup (1-50),Retail,Good,Fast (50-100 Mbps),48,Very High,Weekly,98.0,79.4,100.0,66.6,95.0,10,56,100.0,2,7,2024-04-20,High
EMP0848,57,15,5,Male,Master Degree,Married,Yes,Suburban,Finance,Lead,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),42,Moderate,Weekly,96.5,93.3,100.0,89.5,95.0,9,0,100.0,7,6,2024-05-08,High
EMP0849,29,3,3,Male,PhD,Married,Yes,Urban,Sales,Mid-Level,Medium (201-1000),Education,Poor,Fast (50-100 Mbps),49,Very High,Few times per week,98.0,100.0,90.9,93.5,95.0,5,38,100.0,4,6,2024-03-11,Medium
EMP0850,30,0,3,Male,Master Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Education,Average,Very Fast (100+ Mbps),35,Moderate,Few times per week,95.3,98.6,90.0,74.9,95.0,11,24,100.0,5,8,2024-04-02,High
EMP0851,29,1,1,Female,Master Degree,Single,No,Suburban,Customer Success,Junior,Startup (1-50),Education,Poor,Very Fast (100+ Mbps),45,High,Daily,61.2,47.6,59.2,33.3,78.5,6,26,100.0,3,1,2024-04-28,Medium
EMP0852,30,6,4,Male,PhD,Divorced,No,Urban,Sales,Senior,Medium (201-1000),Healthcare,Poor,Moderate (25-50 Mbps),46,Moderate,Weekly,72.9,67.0,76.3,72.8,95.0,5,28,86.6,8,8,2024-04-16,High
EMP0853,29,0,5,Female,Master Degree,In Relationship,Yes,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Daily,98.0,97.8,90.9,95.0,95.0,12,0,100.0,4,7,2024-05-08,Low
EMP0854,45,7,2,Male,Master Degree,Married,No,Suburban,Sales,Senior,Large (1001-5000),Technology,Average,Slow (<25 Mbps),36,High,Daily,71.5,59.4,72.3,56.6,95.0,9,54,100.0,5,7,2024-03-19,High
EMP0855,47,5,2,Female,Master Degree,In Relationship,Yes,Urban,Engineering,Mid-Level,Startup (1-50),Manufacturing,Average,Fast (50-100 Mbps),43,High,Few times per week,97.1,100.0,96.4,75.7,95.0,10,51,100.0,5,6,2024-03-09,High
EMP0856,29,2,3,Male,Bachelor Degree,Single,No,Suburban,Marketing,Junior,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),40,High,Monthly,88.3,99.8,95.4,81.3,95.0,11,17,100.0,5,3,2024-04-30,High
EMP0857,27,1,4,Female,Master Degree,Divorced,Yes,Suburban,Finance,Junior,Small (51-200),Retail,Excellent,Moderate (25-50 Mbps),30,Moderate,Weekly,98.0,100.0,96.7,95.0,95.0,4,21,100.0,8,3,2024-05-10,High
EMP0858,39,4,0,Male,Bachelor Degree,Married,No,Suburban,Customer Success,Mid-Level,Medium (201-1000),Healthcare,Good,Fast (50-100 Mbps),34,Moderate,Few times per week,87.0,77.1,92.1,76.7,95.0,10,34,100.0,7,6,2024-03-25,Medium
EMP0859,30,4,4,Female,Master Degree,Married,Yes,Urban,Engineering,Senior,Enterprise (5000+),Technology,Excellent,Very Fast (100+ Mbps),48,High,Weekly,98.0,100.0,89.0,85.7,95.0,8,32,100.0,7,8,2024-03-12,High
EMP0860,40,4,3,Male,Bachelor Degree,Single,No,Rural,Engineering,Senior,Small (51-200),Manufacturing,Good,Very Fast (100+ Mbps),39,High,Bi-weekly,98.0,85.9,90.3,92.5,95.0,7,32,100.0,4,9,2024-05-08,High
EMP0861,36,2,2,Male,Associate Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Technology,Excellent,Moderate (25-50 Mbps),48,Very High,Few times per week,97.1,100.0,96.6,68.2,95.0,6,30,100.0,4,8,2024-02-04,High
EMP0862,22,0,3,Female,High School,Single,Yes,Urban,Engineering,Junior,Small (51-200),Government,Average,Fast (50-100 Mbps),48,Moderate,Few times per week,49.9,51.4,52.7,51.6,65.8,7,43,78.2,4,8,2024-04-19,High
EMP0863,48,8,2,Female,Master Degree,Divorced,Yes,Urban,Engineering,Senior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),45,High,Few times per week,92.8,88.7,89.3,78.5,95.0,5,23,100.0,5,1,2024-05-04,High
EMP0864,51,2,4,Male,Bachelor Degree,Divorced,Yes,Suburban,Sales,Junior,Medium (201-1000),Healthcare,Excellent,Fast (50-100 Mbps),38,Low,Daily,79.1,84.1,74.8,64.9,85.7,10,43,94.4,6,4,2024-03-15,High
EMP0865,29,3,4,Female,Bachelor Degree,Single,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),47,Moderate,Bi-weekly,84.2,75.9,81.6,73.9,92.5,5,30,100.0,4,9,2024-03-12,High
EMP0866,31,3,3,Male,Bachelor Degree,Single,No,Urban,Operations,Mid-Level,Medium (201-1000),Media,Excellent,Moderate (25-50 Mbps),43,Moderate,Weekly,73.4,75.7,78.6,48.6,95.0,6,40,100.0,6,9,2024-02-17,High
EMP0867,37,3,3,Male,Bachelor Degree,Divorced,Yes,Urban,Sales,Mid-Level,Small (51-200),Non-profit,Average,Very Fast (100+ Mbps),42,Very High,Weekly,98.0,100.0,98.5,86.4,95.0,8,44,100.0,4,4,2024-04-20,High
EMP0868,38,2,2,Non-binary,Associate Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),36,Very High,Few times per week,91.9,88.4,100.0,68.5,95.0,5,19,100.0,4,7,2024-02-15,High
EMP0869,40,0,4,Male,Bachelor Degree,Single,No,Rural,Sales,Mid-Level,Startup (1-50),Technology,Good,Very Fast (100+ Mbps),38,Moderate,Monthly,94.3,99.2,86.7,88.0,95.0,7,9,100.0,4,6,2024-05-01,High
EMP0870,53,24,3,Female,Bachelor Degree,Married,No,Urban,Engineering,Manager,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),36,High,Daily,98.0,96.8,100.0,95.0,95.0,10,50,100.0,7,1,2024-04-05,High
EMP0871,33,4,3,Male,Bachelor Degree,Married,Yes,Suburban,Finance,Senior,Medium (201-1000),Manufacturing,Good,Fast (50-100 Mbps),47,Very High,Daily,79.5,74.0,84.6,81.4,85.7,9,49,100.0,6,8,2024-02-19,Low
EMP0872,27,1,3,Female,Bachelor Degree,Single,No,Suburban,Sales,Junior,Startup (1-50),Finance,Average,Very Fast (100+ Mbps),51,Moderate,Daily,88.3,93.1,96.5,70.5,95.0,7,30,94.0,6,9,2024-04-22,Medium
EMP0873,22,0,3,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Education,Good,Very Fast (100+ Mbps),47,High,Weekly,71.1,79.7,79.0,64.8,89.5,8,25,100.0,7,9,2024-04-23,Medium
EMP0874,28,1,2,Non-binary,Master Degree,Married,No,Suburban,Sales,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),43,High,Weekly,75.0,67.3,63.5,55.3,95.0,8,5,100.0,2,6,2024-03-21,High
EMP0875,34,1,1,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Small (51-200),Retail,Good,Fast (50-100 Mbps),40,Moderate,Few times per week,86.5,93.3,76.4,68.2,95.0,1,29,95.5,7,8,2024-03-17,Medium
EMP0876,51,18,1,Male,Bachelor Degree,In Relationship,No,Suburban,Customer Success,Manager,Small (51-200),Healthcare,Excellent,Fast (50-100 Mbps),44,Low,Weekly,87.9,95.6,89.3,80.8,95.0,7,25,100.0,5,6,2024-04-04,High
EMP0877,30,1,4,Female,Bachelor Degree,Married,No,Rural,Data Science,Junior,Startup (1-50),Retail,Excellent,Fast (50-100 Mbps),39,High,Daily,96.8,89.5,99.2,83.0,95.0,5,36,100.0,6,10,2024-02-14,High
EMP0878,37,7,2,Male,Bachelor Degree,Single,Yes,Urban,Engineering,Senior,Large (1001-5000),Manufacturing,Excellent,Fast (50-100 Mbps),41,Moderate,Daily,86.3,85.9,75.5,68.0,95.0,5,43,100.0,5,10,2024-02-19,High
EMP0879,34,1,0,Female,Associate Degree,Single,No,Suburban,Finance,Junior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),37,Moderate,Daily,91.8,83.3,96.7,83.6,95.0,5,69,100.0,7,8,2024-03-11,High
EMP0880,45,12,4,Female,High School,Single,No,Urban,Engineering,Senior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),45,Very Low,Few times per week,96.9,100.0,90.5,89.4,95.0,6,0,89.8,4,6,2024-01-24,Medium
EMP0881,57,28,1,Female,Master Degree,Married,No,Urban,Engineering,Manager,Medium (201-1000),Education,Excellent,Slow (<25 Mbps),46,High,Weekly,98.0,69.6,94.1,87.8,95.0,9,47,100.0,9,9,2024-04-15,Medium
EMP0882,30,4,4,Female,Master Degree,Single,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Healthcare,Good,Very Fast (100+ Mbps),47,Low,Weekly,98.0,100.0,99.2,88.7,95.0,6,15,100.0,5,5,2024-02-20,High
EMP0883,30,3,2,Male,Bachelor Degree,Married,No,Urban,Product,Mid-Level,Small (51-200),Technology,Poor,Very Fast (100+ Mbps),45,High,Daily,98.0,100.0,100.0,90.9,95.0,3,34,100.0,7,5,2024-02-14,High
EMP0884,44,2,1,Female,Master Degree,Single,No,Suburban,Sales,Junior,Small (51-200),Manufacturing,Excellent,Fast (50-100 Mbps),44,High,Daily,98.0,100.0,93.6,63.6,95.0,9,55,100.0,6,7,2024-02-18,Medium
EMP0885,41,13,3,Male,High School,Married,No,Suburban,Data Science,Senior,Large (1001-5000),Non-profit,Good,Fast (50-100 Mbps),35,High,Bi-weekly,82.1,73.9,99.3,60.9,95.0,8,21,100.0,7,8,2024-02-26,High
EMP0886,51,7,0,Female,PhD,Married,Yes,Rural,Marketing,Senior,Large (1001-5000),Government,Good,Moderate (25-50 Mbps),35,High,Daily,98.0,94.8,98.7,59.5,95.0,5,99,100.0,6,3,2024-02-24,High
EMP0887,40,10,4,Male,Associate Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Manufacturing,Average,Very Fast (100+ Mbps),43,Moderate,Few times per week,98.0,89.9,100.0,87.4,95.0,10,19,87.9,5,8,2024-05-08,High
EMP0888,31,3,3,Female,Master Degree,Married,No,Urban,HR,Mid-Level,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),48,Moderate,Daily,70.7,72.9,71.2,52.8,78.2,13,18,93.8,4,9,2024-03-24,High
EMP0889,40,2,1,Male,Associate Degree,In Relationship,No,Urban,Design,Mid-Level,Large (1001-5000),Finance,Poor,Fast (50-100 Mbps),40,High,Few times per week,61.6,61.1,76.8,57.0,73.7,14,0,100.0,6,7,2024-01-25,High
EMP0890,44,4,2,Female,Master Degree,Married,Yes,Suburban,Customer Success,Mid-Level,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),42,Very High,Few times per week,72.3,67.9,72.4,75.2,94.0,7,42,100.0,2,5,2024-02-01,High
EMP0891,42,1,3,Male,Bachelor Degree,Married,Yes,Suburban,HR,Junior,Small (51-200),Finance,Good,Very Fast (100+ Mbps),42,High,Daily,83.2,92.1,91.2,63.6,93.7,9,26,100.0,2,7,2024-02-03,High
EMP0892,39,4,1,Female,Associate Degree,Married,No,Urban,Sales,Junior,Small (51-200),Technology,Good,Fast (50-100 Mbps),30,High,Few times per week,64.3,79.3,59.7,50.2,81.9,7,5,100.0,6,4,2024-02-13,High
EMP0893,44,19,2,Male,Master Degree,Divorced,No,Suburban,Engineering,Director,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),43,High,Few times per week,98.0,100.0,91.6,95.0,95.0,10,26,100.0,6,6,2024-03-04,Medium
EMP0894,45,3,3,Female,High School,Single,Yes,Suburban,Engineering,Junior,Small (51-200),Media,Excellent,Very Fast (100+ Mbps),38,High,Daily,98.0,100.0,93.8,95.0,95.0,12,35,100.0,6,7,2024-04-12,High
EMP0895,47,2,4,Male,Master Degree,Married,Yes,Suburban,Marketing,Mid-Level,Large (1001-5000),Government,Average,Very Fast (100+ Mbps),45,Very High,Weekly,98.0,100.0,92.0,92.5,95.0,4,7,100.0,5,6,2024-02-03,High
EMP0896,40,3,3,Female,Master Degree,Married,Yes,Urban,Design,Mid-Level,Small (51-200),Government,Excellent,Very Fast (100+ Mbps),41,High,Weekly,69.2,68.9,78.8,53.7,95.0,9,13,100.0,7,6,2024-04-14,Medium
